Altium Designer Pick and Place Locations
C:\Users\daniel\Documents\GitHub\Altium-Public\isg_cena_host_board_rev1\Project Outputs for isg_cena_host_board_rev1\Pick Place for isg_cena_host_board_rev1.txt

========================================================================================================================
File Design Information:

Date:       10/04/23
Time:       22:23
Revision:   690f7fe592b79ce6b7c564651dde0340e41509e8
Variant:    No variations
Units used: mil

Designator Comment                      Layer       Footprint                  Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                                     
C42        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      4280.000      1695.000      180      "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
C40        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      4520.000      1835.630      0        "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
C39        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      4280.000      1835.630      180      "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
C36        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      4520.000      1975.000      0        "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
C35        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      4280.000      1975.000      180      "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
C77        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      2240.000      3330.000      0        "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
C76        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      2360.000      3330.000      0        "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
U33        LM8272MM                     BottomLayer DGK0008A_L                 2480.000      2055.000      270      "RRIO, High Output Current & Unlimited Cap Load Op Amp, 8-pin Mini SOIC"                                                                                        
U32        OPA2992IDDFR                 BottomLayer FP-DDF0008A-MFG            3325.000      2970.000      0        "IC OPAMP GP 2 CIRCUIT TSOT23-8"                                                                                                                                
U31        TLC3578IPW                   TopLayer    TI-PW24_N                  2800.000      1800.000      90       "Serial Out, Low Power with Built-In Conversion Clock and 8 x FIFO, 8 Channel, -40 to 85 degC, 24-pin SOP (PW24), Green (RoHS & no Sb/Br)"                      
U30        SN74AUP1T34DCKR              BottomLayer FP-DCK0005A-MFG            2300.000      3430.000      0        "IC TRNSLTR UNIDIRECTIONAL SC70-5"                                                                                                                              
U29        SN74AUP1T34DCKR              BottomLayer FP-DCK0005A-MFG            1720.000      3150.000      0        "IC TRNSLTR UNIDIRECTIONAL SC70-5"                                                                                                                              
U28        SN74AUP1T34DCKR              BottomLayer FP-DCK0005A-MFG            1500.000      3150.000      0        "IC TRNSLTR UNIDIRECTIONAL SC70-5"                                                                                                                              
U27        SN74AUP1T34DCKR              BottomLayer FP-DCK0005A-MFG            1720.000      3320.000      0        "IC TRNSLTR UNIDIRECTIONAL SC70-5"                                                                                                                              
U26        SN74AUP1T34DCKR              BottomLayer FP-DCK0005A-MFG            1500.000      3320.000      0        "IC TRNSLTR UNIDIRECTIONAL SC70-5"                                                                                                                              
U25        SN74AUP1T34DCKR              BottomLayer FP-DCK0005A-MFG            1720.000      3490.000      0        "IC TRNSLTR UNIDIRECTIONAL SC70-5"                                                                                                                              
U24        SN74AUP1T34DCKR              BottomLayer FP-DCK0005A-MFG            1500.000      3490.000      0        "IC TRNSLTR UNIDIRECTIONAL SC70-5"                                                                                                                              
R57        "RES SMD 10K 0.1% 0603"      BottomLayer RESC1609X50X30LL10T20      2600.000      2015.000      180      DNP                                                                                                                                                             
R56        "RES SMD 100K 0.1% 0603"     BottomLayer RESC1609X50X30LL10T20      2600.000      2095.000      180      DNP                                                                                                                                                             
R55        "RES SMD 1 OHM 0603"         TopLayer    RESC1609X50X30LL10T20      2545.905      1995.000      0        ""                                                                                                                                                              
R54        "RES SMD 33 OHM 0603"        BottomLayer RESC1609X50X30LL10T20      2430.000      3460.000      0        ""                                                                                                                                                              
FB5        742792651                    TopLayer    FP-742792651-MFG           2610.000      2100.000      270      "FERRITE BEAD 600 OHM 0603 1LN"                                                                                                                                 
C90        "CAP CER 0.1uF 50V X7R 0603" TopLayer    FP-CC0603-DA-MFG           3040.000      1755.000      0        ""                                                                                                                                                              
C88        "CAP CER 10uF 0805 10V X7R"  TopLayer    CAPC2013X140X50NL20T25     3040.000      1595.000      0        ""                                                                                                                                                              
C87        "CAP CER 1uF 0805 16V X7R"   TopLayer    CAPC2013X140X50NL20T25     3040.000      1680.000      0        ""                                                                                                                                                              
C89        "CAP CER 0.1uF 50V X7R 0603" TopLayer    FP-CC0603-DA-MFG           2800.000      2020.000      0        ""                                                                                                                                                              
C86        "CAP CER 10uF 0805 10V X7R"  TopLayer    CAPC2013X140X50NL20T25     2800.000      2185.000      0        ""                                                                                                                                                              
C85        "CAP CER 1uF 0805 16V X7R"   TopLayer    CAPC2013X140X50NL20T25     2800.000      2100.000      0        ""                                                                                                                                                              
C84        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           3325.000      2850.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C78        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2480.000      1900.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C83        "CAP CER 4.7uF 0805 X7R"     TopLayer    CAPC2013X140X50NL20T25     2425.905      1995.000      180      ""                                                                                                                                                              
C81        "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           2565.000      1845.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C80        "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           3040.000      1845.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C79        "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           2800.000      1580.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C82        "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           2690.000      2100.000      90       "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C65        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      1545.000      3405.000      180      "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
C64        "CAP CER 100nF 0402 X7R"     BottomLayer CAPC1050X55X23ML05T13      1455.000      3405.000      180      "Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                               
U21        MAX6070BAUT25+T              BottomLayer FP-U6-5-MFG                1700.000      2520.000      90       "IC VREF SERIES 0.04% SOT23-6"                                                                                                                                  
U13        LM8272MM                     BottomLayer DGK0008A_L                 4070.000      1640.000      180      "RRIO, High Output Current & Unlimited Cap Load Op Amp, 8-pin Mini SOIC"                                                                                        
U18        TXB0101DCKR                  BottomLayer FP-DCK0006A-MFG            4400.000      1945.000      180      "IC TRNSLTR BIDIRECTIONAL SC70-6"                                                                                                                               
U17        TXB0101DCKR                  BottomLayer FP-DCK0006A-MFG            4400.000      1805.315      180      "IC TRNSLTR BIDIRECTIONAL SC70-6"                                                                                                                               
U14        TXB0101DCKR                  BottomLayer FP-DCK0006A-MFG            4400.000      1665.000      180      "IC TRNSLTR BIDIRECTIONAL SC70-6"                                                                                                                               
U12        MAX6070BAUT25+T              BottomLayer FP-U6-5-MFG                4215.000      1395.000      90       "IC VREF SERIES 0.04% SOT23-6"                                                                                                                                  
U16        LTC1403CMSE#PBF              BottomLayer FP-MSE-10-05-08-1664-IPC_B 4070.000      1845.000      0        "IC ADC 12BIT SAR 10MSOP"                                                                                                                                       
U11        LTC2378CMS-16#PBF            BottomLayer FP-MS-16-05-08-1669-IPC_B  4070.000      2265.000      0        "IC ADC 16BIT SAR 16MSOP"                                                                                                                                       
U15        MCP1525T-I/TT                BottomLayer SOT-23-TT3_M               4215.000      1203.937      270      "2.5V Voltage Reference, 3-Pin SOT-23, Industrial Temperature, Tape and Reel"                                                                                   
U10        TPS7A8001DRBT                BottomLayer DRB0008A_V                 3560.000      1685.000      180      "Single Output LDO, 1 A, Adjustable 0.8 to 6 V Output, 2.2 to 6.5 V Input, with High-Bandwidth PSRR, 8-pin SON (DRB), -40 to 125 degC, Green (RoHS & no Sb/Br)" 
U19        LTC6363HMS8-2#PBF            TopLayer    FP-MS8-8-05-08-1660-IPC_A  4080.000      2975.000      90       "IC OPAMP DIFF 1 CIRCUIT 8MSOP"                                                                                                                                 
R44        "RES SMD 10K 0.1% 0603"      BottomLayer RESC1609X50X30LL10T20      4045.000      1530.000      0        DNP                                                                                                                                                             
R43        "RES SMD 10K 0.1% 0603"      BottomLayer RESC1609X50X30LL10T20      4140.000      1530.000      0        DNP                                                                                                                                                             
R41        "RES SMD 1 OHM 0603"         BottomLayer RESC1609X50X30LL10T20      3410.000      1795.906      270      ""                                                                                                                                                              
R42        "RES SMD 10K 0603"           BottomLayer RESC1609X50X30LL10T20      3710.000      1630.000      0        DNP                                                                                                                                                             
R40        "RES SMD 21K 0603"           BottomLayer RESC1609X50X30LL10T20      3810.000      1630.000      0        DNP                                                                                                                                                             
R46        "RES SMD 30.1R 1% 0603"      BottomLayer RESC1609X50X30LL10T20      3970.000      2540.000      0        DNP                                                                                                                                                             
R45        "RES SMD 30.1R 1% 0603"      BottomLayer RESC1609X50X30LL10T20      3970.000      2490.000      0        DNP                                                                                                                                                             
J8         ""                           TopLayer    FP-FTSH-108-02-F-DV        4420.000      2240.000      90       "CONN HEADER SMD 16POS 1.27MM"                                                                                                                                  
J9         87224-3                      TopLayer    FP-87224-3-MFG             4450.000      1445.000      270      "CONN HEADER VERT 3POS 2.54MM"                                                                                                                                  
FB1        742792651                    BottomLayer FP-742792651-MFG           3325.000      1910.000      270      "FERRITE BEAD 600 OHM 0603 1LN"                                                                                                                                 
C55        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           1815.000      2520.000      90       "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C31        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           3910.000      1640.472      90       "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C29        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     3410.000      1910.000      90       ""                                                                                                                                                              
C38        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           4195.000      1995.000      90       "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C33        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           4275.000      1530.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C34        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           4335.000      1395.000      90       "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C37        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           4215.000      1065.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C32        "CAP CER 47uF 0805 X5R"      BottomLayer CAPC2013X140X50NL20T25     4070.000      2415.000      0        ""                                                                                                                                                              
C46        "CAP CER 10uF 0805 X5R"      BottomLayer CAPC2013X140X50NL20T25     4015.000      1995.000      180      ""                                                                                                                                                              
C25        "CAP CER 10uF 0805 X5R"      BottomLayer CAPC2013X140X50NL20T25     4014.095      2115.000      180      ""                                                                                                                                                              
C24        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           4180.000      2115.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C48        "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           4045.000      2755.000      270      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C47        "CAP CER 3300pF NP0 0603"    BottomLayer FP-CC0603-DA-MFG           3890.000      2145.000      270      "CAP CER 3300pF X7R 0603"                                                                                                                                       
C45        "CAP CER 3300pF NP0 0603"    BottomLayer FP-CC0603-DA-MFG           3890.000      2265.000      270      "CAP CER 3300pF X7R 0603"                                                                                                                                       
C44        "CAP CER 3300pF NP0 0603"    BottomLayer FP-CC0603-DA-MFG           3890.000      2385.000      270      "CAP CER 3300pF X7R 0603"                                                                                                                                       
C30        "CAP CER 10nF 0603 X7R"      BottomLayer CAPC1608X90X40ML10T20      3410.000      1575.000      180      "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C28        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     3790.000      1744.055      90       ""                                                                                                                                                              
C27        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           3710.000      1744.055      90       "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C26        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           3410.000      1685.000      270      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C41        "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           4080.000      3165.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
U1_VV      INA213AIDCKT                 BottomLayer FP-DCK0006A-MFG            1500.000      3985.000      180      "IC CURR SENSE 1 CIRCUIT SC70-6"                                                                                                                                
U1_VH      INA213AIDCKT                 BottomLayer FP-DCK0006A-MFG            1500.000      1895.000      180      "IC CURR SENSE 1 CIRCUIT SC70-6"                                                                                                                                
U1_VA      INA213AIDCKT                 BottomLayer FP-DCK0006A-MFG            4100.000      3985.000      0        "IC CURR SENSE 1 CIRCUIT SC70-6"                                                                                                                                
U2_VH      OPA2992IDDFR                 TopLayer    FP-DDF0008A-MFG            1570.000      1740.000      90       "IC OPAMP GP 2 CIRCUIT TSOT23-8"                                                                                                                                
U2_VA      OPA2992IDDFR                 TopLayer    FP-DDF0008A-MFG            4030.000      3830.000      90       "IC OPAMP GP 2 CIRCUIT TSOT23-8"                                                                                                                                
U3_VH      TPS7A8001DRBT                BottomLayer DRB0008A_V                 1325.000      1740.000      180      "Single Output LDO, 1 A, Adjustable 0.8 to 6 V Output, 2.2 to 6.5 V Input, with High-Bandwidth PSRR, 8-pin SON (DRB), -40 to 125 degC, Green (RoHS & no Sb/Br)" 
U3_VA      TPS7A8001DRBT                BottomLayer DRB0008A_V                 4275.000      3830.000      0        "Single Output LDO, 1 A, Adjustable 0.8 to 6 V Output, 2.2 to 6.5 V Input, with High-Bandwidth PSRR, 8-pin SON (DRB), -40 to 125 degC, Green (RoHS & no Sb/Br)" 
TP7_VH     5002                         TopLayer    KSTN-5002                  1100.000      1650.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP7_VA     5002                         TopLayer    KSTN-5002                  4500.000      3740.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP8_VH     5002                         TopLayer    KSTN-5002                  1100.000      1830.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP8_VA     5002                         TopLayer    KSTN-5002                  4500.000      3920.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
R4_VH      DNP                          BottomLayer RESC1609X50X30LL10T20      1195.000      1805.000      90       DNP                                                                                                                                                             
R4_VA      DNP                          BottomLayer RESC1609X50X30LL10T20      4405.000      3895.000      90       DNP                                                                                                                                                             
R11_VH     DNP                          TopLayer    RESC1609X50X30LL10T20      1760.000      1810.000      180      DNP                                                                                                                                                             
R11_VA     DNP                          TopLayer    RESC1609X50X30LL10T20      3840.000      3900.000      0        DNP                                                                                                                                                             
R9_VH      DNP                          TopLayer    RESC1609X50X30LL10T20      1760.000      1725.000      0        DNP                                                                                                                                                             
R9_VA      DNP                          TopLayer    RESC1609X50X30LL10T20      3840.000      3815.000      180      DNP                                                                                                                                                             
R10_VH     "RES SMD 1K 0603"            TopLayer    RESC1609X50X30LL10T20      1760.000      1895.000      0        DNP                                                                                                                                                             
R10_VA     "RES SMD 1K 0603"            TopLayer    RESC1609X50X30LL10T20      3840.000      3985.000      180      DNP                                                                                                                                                             
R7_VH      "RES SMD 1K 0603"            BottomLayer RESC1609X50X30LL10T20      1420.000      1595.000      180      DNP                                                                                                                                                             
R7_VA      "RES SMD 1K 0603"            BottomLayer RESC1609X50X30LL10T20      4180.000      3685.000      0        DNP                                                                                                                                                             
R8_VH      DNP                          BottomLayer RESC1609X50X30LL10T20      1325.000      1595.000      0        DNP                                                                                                                                                             
R8_VA      DNP                          BottomLayer RESC1609X50X30LL10T20      4275.000      3685.000      180      DNP                                                                                                                                                             
R6_VH      "RES SMD 10K 0603"           BottomLayer RESC1609X50X30LL10T20      1195.000      1595.000      90       DNP                                                                                                                                                             
R6_VA      "RES SMD 10K 0603"           BottomLayer RESC1609X50X30LL10T20      4405.000      3685.000      90       DNP                                                                                                                                                             
R5_VH      3224W-1-103E                 TopLayer    FP-3224W-MFG               1310.000      1740.000      180      "TRIMMER 10K OHM 0.25W J LEAD TOP"                                                                                                                              
R5_VA      3224W-1-103E                 TopLayer    FP-3224W-MFG               4290.000      3830.000      0        "TRIMMER 10K OHM 0.25W J LEAD TOP"                                                                                                                              
R3_VH      "RES SMD 1K 0603"            TopLayer    RESC1609X50X30LL10T20      1675.000      1750.000      270      DNP                                                                                                                                                             
R3_VA      "RES SMD 1K 0603"            TopLayer    RESC1609X50X30LL10T20      3925.000      3840.000      270      DNP                                                                                                                                                             
R2_VH      DNP                          BottomLayer RESC1609X50X30LL10T20      1250.000      1595.000      270      DNP                                                                                                                                                             
R2_VA      DNP                          BottomLayer RESC1609X50X30LL10T20      4350.000      3685.000      270      DNP                                                                                                                                                             
R1_VH      "RES SMD 1R 0805"            BottomLayer RESC2013X50X30NL20T20      1500.000      1770.000      0        ""                                                                                                                                                              
R1_VA      "RES SMD 1R 0805"            BottomLayer RESC2013X50X30NL20T20      4100.000      3860.000      180      ""                                                                                                                                                              
C7_VH      DNP                          TopLayer    CAPC1608X90X40ML10T20      1805.000      1630.000      90       "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C7_VA      DNP                          TopLayer    CAPC1608X90X40ML10T20      3795.000      3720.000      90       "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C8_VH      "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           1570.000      1895.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C8_VA      "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           4030.000      3985.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C6_VH      "CAP CER 10nF 0603 X7R"      TopLayer    CAPC1608X90X40ML10T20      1715.000      1630.000      90       "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C6_VA      "CAP CER 10nF 0603 X7R"      TopLayer    CAPC1608X90X40ML10T20      3885.000      3720.000      90       "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C5_VH      "CAP CER 10nF 0603 X7R"      BottomLayer CAPC1608X90X40ML10T20      1100.000      1740.000      180      "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C5_VA      "CAP CER 10nF 0603 X7R"      BottomLayer CAPC1608X90X40ML10T20      4500.000      3830.000      0        "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C2_VH      "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           1500.000      1685.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C2_VA      "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           4100.000      3775.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C4_VH      "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     1660.000      1640.905      270      ""                                                                                                                                                              
C4_VA      "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     3940.000      3730.000      270      ""                                                                                                                                                              
C3_VH      "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     1625.000      1780.000      90       ""                                                                                                                                                              
C3_VA      "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     3975.000      3870.000      90       ""                                                                                                                                                              
C1_VH      "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           1325.000      1895.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
